purchase_id,lastname,purchase_date,stars,price,favorite_flower
1545,LAWRENCE,2017-05-03,5,20.48,daffodil
1546,HARVEY,2017-04-20,4,18.99,tulip
1547,JOHNSTON,2017-07-14,5,19.31,orchid
1548,RODRIQUEZ,2017-03-30,4,10.67,carnation
1549,ROBINSON,2017-01-21,2,18.67,
1550,RAMOS,2017-08-24,3,19.89,
1551,GARZA,2017-02-26,5,18.54,
1552,HUGHES,2017-02-16,3,40.34,rose
1553,ORTIZ,2017-07-27,5,41.12,carnation
1554,LEWIS,2017-03-19,4,40.46,gerbera
1555,WATTS,2017-08-03,4,20.81,gardenia
1556,LYNCH,2017-01-02,3,8.21,daisy
1557,GRAVES,2017-05-27,5,40.67,gerbera
1558,LANE,2017-02-21,3,20.2,gerbera
1559,GONZALEZ,2017-08-20,4,19.98,gardenia
1560,ROBINSON,2017-01-02,5,9.45,lilac
1561,PORTER,2017-03-19,3,20.28,orchid
1562,ALEXANDER,2017-06-24,5,20.17,sunflower
1563,ROBINSON,2017-07-10,5,18.69,
1564,ROBINSON,2017-07-12,5,10.24,
1565,BURKE,2017-06-02,2,38.48,daffodil
1566,ORTIZ,2017-01-20,2,21.48,carnation
1567,CRAWFORD,2017-02-07,4,10.48,carnation
1568,DANIELS,2017-08-17,4,19.64,rose
1569,LAWSON,2017-05-24,4,11.33,jasmine
1570,RICHARDS,2017-02-14,2,,lilac
1571,ROBINSON,2017-04-17,3,39.42,lilac
1572,SCHMIDT,2017-03-22,5,8.78,rose
1573,DANIELS,2017-06-18,4,40.61,rose
1574,ROBINSON,2017-01-12,5,20.27,lilac
1575,MARSHALL,2017-05-02,2,18.67,carnation
1576,EDWARDS,2017-08-02,4,10.62,gerbera
1577,NGUYEN,2017-08-02,5,21.04,
1578,NGUYEN,2017-03-10,2,18.26,gerbera
1579,CARLSON,2017-01-31,5,39.1,rose
1580,HUNTER,2017-06-30,3,18.09,rose
1581,GONZALES,2017-06-12,3,20.41,lilac
1582,NELSON,2017-02-28,4,19.54,daisy
1583,HENRY,2017-05-04,4,18.46,
1584,MORRISON,2017-02-01,4,40.15,gardenia
1585,AUSTIN,2017-06-15,5,11.08,jasmine
1586,LAWRENCE,2017-04-18,3,21.28,daffodil
1587,SCOTT,2017-04-09,2,19.35,gardenia
1588,MURRAY,2017-08-29,5,9.83,daffodil
1589,LEE,2017-02-17,4,39.46,
1590,HUDSON,2017-06-26,3,40.0,gardenia
1591,ROBINSON,2017-05-24,2,40.58,lilac
1592,ROBINSON,2017-04-18,5,40.53,lilac
1593,DANIELS,2017-01-15,1,9.95,
1594,FERGUSON,2017-07-29,2,19.7,daffodil
1595,JENKINS,2017-08-25,3,,carnation
1596,MITCHELL,2017-04-25,3,20.15,lilac
1597,ROBINSON,2017-02-24,5,21.19,lilac
1598,HALE,2017-04-07,3,10.41,rose
1599,SHELTON,2017-08-30,5,19.43,rose
1600,THOMPSON,2017-06-05,3,19.87,tulip
1601,ROBINSON,2017-02-28,3,8.85,lilac
1602,GREGORY,2017-07-20,5,10.76,
1603,HOLLAND,2017-04-12,1,11.25,jasmine
1604,AUSTIN,2017-08-10,3,21.29,jasmine
1605,SILVA,2017-04-19,2,38.22,lilac
1606,CASTRO,2017-02-12,5,40.69,
1607,ROBINSON,2017-02-23,5,21.24,
1608,ROBINSON,2017-05-29,2,20.01,lilac
1609,PETERS,2017-07-30,5,20.07,
1610,SANDERS,2017-04-20,1,22.06,daffodil
1611,WATTS,2017-01-24,3,10.19,gardenia
1612,DANIELS,2017-05-23,5,9.68,rose
1613,ROBINSON,2017-06-03,5,18.58,lilac
1614,ROBINSON,2017-03-08,5,10.58,lilac
1615,ROBINSON,2017-01-10,2,21.3,lilac
1616,LYNCH,2017-04-19,5,38.16,daisy
1617,STEVENS,2017-01-18,3,9.37,jasmine
1618,BAILEY,2017-04-14,4,18.93,
1619,MASON,2017-06-20,4,8.04,tulip
1620,FOSTER,2017-05-05,3,19.94,daffodil
1621,NICHOLS,2017-04-07,3,18.24,lilac
1622,MILLER,2017-06-18,3,9.63,
1623,RAMOS,2017-08-24,5,19.62,orchid
1624,MILLS,2017-04-15,5,20.77,rose
1625,DANIELS,2017-03-21,2,20.35,
1626,JACOBS,2017-03-31,3,10.92,carnation
1627,ANDREWS,2017-07-14,2,39.63,orchid
1628,COOPER,2017-07-31,5,20.58,lilac
1629,ROBERTS,2017-06-13,3,10.72,
1630,ROBINSON,2017-07-03,5,38.97,lilac
1631,LARSON,2017-06-13,3,40.92,tulip
1632,HUNTER,2017-02-08,3,10.81,rose
1633,STEWART,2017-04-28,4,40.25,tulip
1634,ROBINSON,2017-05-23,5,11.13,lilac
1635,ROBINSON,2017-07-14,2,20.55,lilac
1636,ROBINSON,2017-01-15,5,20.57,lilac
1637,SCOTT,2017-04-14,3,38.66,gardenia
1638,MITCHELL,2017-03-06,5,19.53,
1639,ROBINSON,2017-06-12,5,18.36,lilac
1640,MASON,2017-03-31,4,40.31,
1641,CARLSON,2017-01-18,2,41.8,rose
1642,RIVERA,2017-09-02,5,10.56,
1643,HALE,2017-02-18,5,20.25,rose
1644,TURNER,2017-04-08,5,21.28,iris
1645,ROBINSON,2017-05-01,5,20.39,lilac
1646,JENNINGS,2017-04-24,1,9.05,tulip
1647,ROBINSON,2017-06-07,5,18.56,lilac
1648,PERKINS,2017-09-02,3,20.98,iris
1649,ROBINSON,2017-01-31,3,20.95,lilac
1650,GARZA,2017-09-04,2,38.78,daffodil
1651,HOWARD,2017-04-25,2,18.66,gardenia
1652,FULLER,2017-03-12,5,39.93,lilac
1653,RHODES,2017-06-06,4,19.63,carnation
1654,PATTERSON,2017-06-11,4,19.88,rose
1655,BURKE,2017-06-18,1,19.6,daffodil
1656,DANIELS,2017-03-05,4,11.77,rose
1657,HUDSON,2017-01-21,5,38.28,gardenia
1658,BRYANT,2017-08-14,4,21.14,tulip
1659,ROBINSON,2017-05-31,5,40.39,lilac
1660,ROBINSON,2017-06-02,3,40.62,lilac
1661,FISHER,2017-05-07,4,21.52,iris
1662,BROWN,2017-08-11,5,9.29,daffodil
1663,DANIELS,2017-01-17,2,10.42,rose
1664,ROBINSON,2017-06-05,5,18.61,lilac
1665,PRICE,2017-08-23,4,40.78,daisy
1666,CRAWFORD,2017-03-21,2,11.49,carnation
1667,OLIVER,2017-05-17,5,39.17,jasmine
1668,FERGUSON,2017-01-28,5,20.43,daffodil
1669,DANIELS,2017-01-05,2,10.47,
1670,LOWE,2017-04-11,2,20.13,jasmine
1671,ROBINSON,2017-08-28,5,19.01,lilac
1672,ROBINSON,2017-01-27,5,11.55,
1673,ANDREWS,2017-06-02,2,40.58,orchid
1674,HUDSON,2017-05-17,1,39.56,gardenia
1675,MARSHALL,2017-02-19,3,19.4,
1676,ROBINSON,2017-03-18,2,12.12,lilac
1677,DANIELS,2017-04-29,1,39.14,rose
1678,ROBINSON,2017-01-11,5,19.45,lilac
1679,JACOBS,2017-06-03,2,20.7,carnation
1680,MATTHEWS,2017-08-22,5,18.72,iris
1681,BROWN,2017-01-06,3,19.09,daffodil
1682,HALE,2017-04-18,2,18.78,rose
1683,RICE,2017-01-06,2,18.88,gerbera
1684,BURKE,2017-07-08,2,20.34,daffodil
1685,HANSEN,2017-03-17,4,18.55,gerbera
1686,ROBINSON,2017-03-27,5,10.96,lilac
1687,MEDINA,2017-07-13,5,21.01,
1688,LONG,2017-01-26,5,21.07,daffodil
1689,WOODS,2017-04-23,3,39.97,sunflower
1690,SNYDER,2017-01-30,4,40.27,sunflower
1691,AUSTIN,2017-06-21,4,40.65,jasmine
1692,HOLLAND,2017-06-04,2,39.74,jasmine
1693,MORALES,2017-02-04,3,19.6,jasmine
1694,HUNTER,2017-07-27,2,38.94,rose
1695,MORRIS,2017-08-02,3,19.42,rose
1696,GRAY,2017-07-28,5,40.82,
1697,RICHARDS,2017-04-13,5,19.76,lilac
1698,ROBINSON,2017-06-03,5,20.32,lilac
1699,DANIELS,2017-06-09,4,10.77,
1700,PENA,2017-04-13,3,40.27,lilac
1701,GEORGE,2017-01-27,2,39.46,carnation
1702,RODRIQUEZ,2017-06-02,1,18.47,carnation
1703,FREEMAN,2017-03-19,2,38.7,
1704,WAGNER,2017-01-01,3,21.2,iris
1705,CALDWELL,2017-02-19,2,20.79,carnation
1706,HOLLAND,2017-01-15,4,20.79,jasmine
1707,GOMEZ,2017-07-28,3,39.24,tulip
1708,ROBINSON,2017-05-20,5,17.96,lilac
1709,MARSHALL,2017-09-02,5,9.9,carnation
1710,GIBSON,2017-04-20,2,10.54,sunflower
1711,HARRISON,2017-07-06,5,39.68,orchid
1712,CALDWELL,2017-06-10,5,10.55,carnation
1713,FOX,2017-02-26,4,12.16,gerbera
1714,CASTRO,2017-02-22,4,20.72,gardenia
1715,BENNETT,2017-05-24,4,19.52,rose
1716,PRICE,2017-08-03,2,18.61,
1717,ROBINSON,2017-07-22,5,9.62,lilac
1718,ROBINSON,2017-07-17,3,20.04,lilac
1719,PATTERSON,2017-02-15,4,19.25,rose
1720,PORTER,2017-09-03,2,10.13,orchid
1721,MENDOZA,2017-02-05,1,21.07,daisy
1722,WATTS,2017-02-13,4,19.04,gardenia
1723,ROBINSON,2017-08-21,5,11.01,lilac
1724,ROBINSON,2017-07-27,5,13.26,lilac
1725,ORTIZ,2017-01-24,4,19.56,carnation
1726,ROBINSON,2017-09-01,5,,lilac
1727,DANIELS,2017-05-09,5,39.46,rose
1728,PEREZ,2017-01-23,3,20.02,tulip
1729,JOHNSON,2017-08-18,3,20.77,daisy
1730,PALMER,2017-02-08,5,40.5,
1731,NICHOLS,2017-06-01,5,19.75,
1732,HENDERSON,2017-06-16,4,9.61,rose
1733,HUNTER,2017-01-28,4,20.13,rose
1734,TORRES,2017-05-06,4,19.64,daffodil
1735,ORTIZ,2017-01-20,4,11.93,
1736,ROBINSON,2017-04-13,5,8.64,
1737,BURKE,2017-03-05,5,20.36,daffodil
1738,WEAVER,2017-05-25,1,19.77,sunflower
1739,WHEELER,2017-06-16,5,19.17,orchid
1740,ROBINSON,2017-04-20,5,9.65,
1741,ROBINSON,2017-07-28,2,8.72,lilac
1742,FOWLER,2017-04-12,4,9.54,daisy
1743,REID,2017-04-17,5,19.04,jasmine
1744,MILES,2017-05-28,2,10.47,daisy
1745,JACOBS,2017-08-21,4,20.2,carnation
1746,DUNN,2017-09-03,4,39.2,daffodil
1747,JIMENEZ,2017-06-15,5,40.77,
1748,DANIELS,2017-05-13,3,9.81,rose
1749,ROBINSON,2017-07-29,5,18.67,lilac
1750,ELLIS,2017-07-14,4,10.1,daisy
1751,ROBINSON,2017-04-22,5,8.9,lilac
1752,ROBINSON,2017-05-12,5,38.68,lilac
1753,DANIELS,2017-01-27,2,19.84,rose
1754,MARSHALL,2017-07-01,5,41.09,carnation
1755,ROBINSON,2017-05-14,4,38.82,
1756,HERNANDEZ,2017-02-03,3,19.23,gardenia
1757,GONZALES,2017-02-06,4,40.23,lilac
1758,JACOBS,2017-02-11,5,39.8,carnation
1759,CRUZ,2017-06-06,3,20.07,lilac
1760,GRIFFIN,2017-02-16,4,41.31,
1761,CUNNINGHAM,2017-01-26,2,41.36,daisy
1762,MCKINNEY,2017-01-23,4,19.8,gardenia
1763,WOOD,2017-03-26,3,11.6,sunflower
1764,HOLT,2017-06-01,1,19.66,gerbera
1765,ROBINSON,2017-05-21,4,39.2,lilac
1766,BURNS,2017-07-25,5,39.7,tulip
1767,ROBINSON,2017-04-22,3,19.84,
1768,HUNTER,2017-01-28,2,40.41,rose
1769,ROBINSON,2017-05-05,3,19.73,lilac
1770,HAYES,2017-06-09,5,20.15,
1771,THOMPSON,2017-02-06,3,40.15,
1772,DANIELS,2017-01-30,2,21.06,rose
1773,ROBINSON,2017-07-30,4,41.33,lilac
1774,BANKS,2017-08-31,4,40.53,orchid
1775,ROBINSON,2017-08-13,5,40.53,lilac
1776,MASON,2017-02-12,2,10.63,tulip
1777,FRANKLIN,2017-07-16,4,9.5,daffodil
1778,WAGNER,2017-01-09,5,9.92,iris
1779,PATTERSON,2017-06-30,3,38.93,rose
1780,CARPENTER,2017-07-27,3,8.99,sunflower
1781,ANDERSON,2017-01-26,2,19.24,daisy
1782,BROOKS,2017-05-06,3,9.07,rose
1783,BROOKS,2017-06-07,3,18.28,rose
1784,BENNETT,2017-08-28,5,20.41,rose
1785,GARDNER,2017-04-05,1,9.57,gardenia
1786,RODRIQUEZ,2017-04-22,4,20.75,carnation
1787,BURKE,2017-02-08,5,18.73,daffodil
1788,JACOBS,2017-08-13,4,19.4,carnation
1789,VARGAS,2017-05-17,2,20.08,sunflower
1790,HARRISON,2017-04-20,2,21.07,
1791,BURKE,2017-07-07,4,21.12,daffodil
1792,REID,2017-03-26,5,,jasmine
1793,WOODS,2017-05-18,4,39.45,sunflower
1794,SCHMIDT,2017-02-12,5,42.39,rose
1795,MILLS,2017-03-06,3,19.22,rose
1796,STEWART,2017-07-27,4,40.98,
1797,OLIVER,2017-06-16,5,18.47,jasmine
1798,SUTTON,2017-04-27,4,21.45,jasmine
1799,COOPER,2017-04-16,2,19.38,
1800,HOLLAND,2017-02-08,2,21.52,jasmine
1801,ROBINSON,2017-05-04,3,19.96,lilac
1802,CARROLL,2017-04-17,5,9.41,tulip
1803,CRAWFORD,2017-06-15,4,20.5,carnation
1804,FERGUSON,2017-02-15,5,20.38,daffodil
1805,DANIELS,2017-08-07,5,19.89,rose
1806,GORDON,2017-06-02,3,11.1,rose
1807,ALEXANDER,2017-04-25,4,40.04,sunflower
1808,BENNETT,2017-03-11,3,38.82,
1809,SOTO,2017-01-22,2,20.85,lilac
1810,REYNOLDS,2017-04-07,5,39.6,
1811,CARROLL,2017-07-15,2,39.45,tulip
1812,DUNN,2017-08-06,5,41.55,daffodil
1813,HENRY,2017-08-29,4,8.46,iris
1814,JACOBS,2017-06-21,5,39.81,carnation
1815,JACOBS,2017-08-10,4,40.1,carnation
1816,MCCOY,2017-01-10,2,20.38,sunflower
1817,ROBINSON,2017-08-21,5,22.09,lilac
1818,HART,2017-04-15,4,41.56,gardenia
1819,PHILLIPS,2017-03-07,1,8.94,daffodil
1820,VASQUEZ,2017-08-16,5,11.38,gardenia
1821,HALL,2017-04-03,1,,daffodil
1822,RILEY,2017-04-06,5,21.1,orchid
1823,LANE,2017-01-27,5,21.01,gerbera
1824,ROBINSON,2017-04-29,5,19.13,lilac
1825,ROBINSON,2017-07-14,5,40.19,lilac
1826,ARNOLD,2017-06-15,2,9.9,gerbera
1827,COOPER,2017-03-30,3,41.62,lilac
1828,BROOKS,2017-07-31,3,10.82,rose
1829,ROBINSON,2017-06-27,5,8.56,lilac
1830,DAVIS,2017-05-28,4,9.14,rose
1831,PERKINS,2017-05-09,3,38.55,iris
1832,JOHNSTON,2017-02-16,5,41.23,orchid
1833,RICHARDS,2017-04-26,2,20.23,lilac
1834,ROBINSON,2017-03-31,5,39.47,lilac
1835,PETERS,2017-04-13,4,41.59,orchid
1836,ORTIZ,2017-08-20,3,18.75,carnation
1837,MEDINA,2017-04-13,3,20.68,
1838,CARTER,2017-01-17,3,20.97,jasmine
1839,ROBINSON,2017-05-22,3,19.84,lilac
1840,FOX,2017-05-06,3,39.82,gerbera
1841,CALDWELL,2017-08-26,4,41.4,carnation
1842,CAMPBELL,2017-07-31,4,40.63,sunflower
1843,OLIVER,2017-04-22,1,40.05,jasmine
1844,MARTINEZ,2017-01-20,3,10.33,gardenia
1845,JACOBS,2017-04-29,2,9.01,
1846,CHAVEZ,2017-07-23,1,11.94,
1847,MURPHY,2017-02-07,4,19.86,
1848,CALDWELL,2017-05-11,5,19.0,carnation
1849,ADAMS,2017-04-06,1,38.17,orchid
1850,WILLIS,2017-06-24,1,40.03,tulip
1851,ROBINSON,2017-07-06,5,9.93,
1852,LYNCH,2017-03-04,1,40.85,
1853,JENKINS,2017-07-26,5,40.67,carnation
1854,HORTON,2017-08-15,4,20.88,tulip
1855,MORALES,2017-05-22,3,22.51,
1856,CARTER,2017-05-16,2,39.72,jasmine
1857,CARTER,2017-03-07,4,17.79,jasmine
1858,BROOKS,2017-08-26,4,20.34,rose
1859,SIMMONS,2017-07-12,2,20.34,
1860,HILL,2017-06-19,3,19.87,daffodil
1861,BOYD,2017-05-24,5,20.53,lilac
1862,CALDWELL,2017-07-09,5,11.79,carnation
1863,ROBINSON,2017-02-09,3,9.77,lilac
1864,RODRIQUEZ,2017-04-10,4,20.47,
1865,CARROLL,2017-03-11,3,40.32,
1866,GEORGE,2017-06-30,4,40.13,carnation
1867,THOMAS,2017-02-21,4,20.39,rose
1868,BENNETT,2017-08-17,3,38.57,
1869,DANIELS,2017-01-11,3,39.42,
1870,WATKINS,2017-07-30,4,19.4,sunflower
1871,TURNER,2017-06-07,1,20.35,iris
1872,BROWN,2017-02-20,5,19.22,daffodil
1873,ORTIZ,2017-05-08,3,20.11,carnation
1874,ROBINSON,2017-02-02,5,19.28,lilac
1875,FIELDS,2017-07-16,4,39.1,lilac
1876,MILLS,2017-08-08,4,40.32,rose
1877,KENNEDY,2017-04-20,1,40.95,gerbera
1878,GEORGE,2017-04-04,5,21.41,carnation
1879,ROBINSON,2017-05-30,5,11.28,lilac
1880,ROBINSON,2017-03-24,5,20.94,
1881,ROBINSON,2017-04-14,5,9.12,
1882,MILES,2017-08-07,3,39.84,daisy
1883,KELLEY,2017-02-05,2,21.51,daffodil
1884,ROBINSON,2017-07-22,2,9.83,lilac
1885,DANIELS,2017-01-10,1,40.91,rose
1886,ORTIZ,2017-04-05,4,39.52,
1887,CASTRO,2017-04-25,2,22.06,gardenia
1888,ROBINSON,2017-05-09,4,20.65,
1889,TURNER,2017-07-03,3,9.21,iris
1890,ROBINSON,2017-08-03,5,37.59,lilac
1891,ROBINSON,2017-07-06,5,9.16,lilac
1892,STEWART,2017-06-25,4,8.42,
1893,WOODS,2017-04-28,3,9.96,sunflower
1894,RAMOS,2017-04-21,5,20.48,orchid
1895,ROBINSON,2017-06-19,4,21.13,lilac
1896,GILBERT,2017-02-03,4,19.8,tulip
1897,MITCHELL,2017-03-14,3,38.02,
1898,ROBINSON,2017-04-05,5,18.91,
1899,HILL,2017-02-22,5,19.54,daffodil
1900,ROBINSON,2017-07-25,2,19.17,lilac
1901,JACOBS,2017-05-12,1,17.52,carnation
1902,BREWER,2017-01-20,3,10.35,carnation
1903,GUTIERREZ,2017-07-31,4,18.22,gerbera
1904,FORD,2017-08-13,5,9.08,carnation
1905,DEAN,2017-08-09,2,10.41,daffodil
1906,BELL,2017-07-29,5,20.18,gardenia
1907,GORDON,2017-05-07,5,10.93,rose
1908,FIELDS,2017-08-07,2,19.68,lilac
1909,MORRIS,2017-02-08,3,19.61,rose
1910,FREEMAN,2017-06-30,3,17.67,gerbera
1911,DAVIDSON,2017-04-07,5,10.87,sunflower
1912,GARZA,2017-05-30,4,42.44,daffodil
1913,ROBINSON,2017-02-17,5,20.15,lilac
1914,BURKE,2017-01-04,4,22.57,daffodil
1915,BENNETT,2017-07-03,4,9.91,
1916,GIBSON,2017-04-17,3,9.86,sunflower
1917,TORRES,2017-03-05,1,19.94,daffodil
1918,HARVEY,2017-07-23,1,20.55,tulip
1919,ROBINSON,2017-06-23,5,20.34,lilac
1920,RICHARDSON,2017-05-22,4,19.02,jasmine
1921,BRYANT,2017-06-10,3,39.82,tulip
1922,LYNCH,2017-06-03,1,38.49,daisy
1923,HOFFMAN,2017-06-06,2,21.26,sunflower
1924,RODRIGUEZ,2017-01-31,2,41.08,lilac
1925,HAWKINS,2017-03-06,5,20.06,lilac
1926,CARROLL,2017-06-20,5,18.91,tulip
1927,FORD,2017-03-09,5,19.59,carnation
1928,DANIELS,2017-08-14,4,20.23,rose
1929,ROBINSON,2017-07-20,4,38.23,lilac
1930,PEARSON,2017-07-27,5,19.96,jasmine
1931,ROBINSON,2017-06-01,5,38.21,lilac
1932,ROBINSON,2017-06-15,5,12.38,lilac
1933,DANIELS,2017-03-22,4,39.87,rose
1934,THOMPSON,2017-02-04,5,19.61,tulip
1935,ROBINSON,2017-08-17,5,19.9,lilac
1936,CARTER,2017-03-16,4,18.93,jasmine
1937,SIMS,2017-02-04,5,11.12,orchid
1938,KING,2017-01-13,3,19.09,rose
1939,DANIELS,2017-04-01,3,19.28,rose
1940,ROBINSON,2017-03-25,1,19.1,lilac
1941,HARRISON,2017-05-03,4,40.39,orchid
1942,ROBINSON,2017-07-11,5,18.84,lilac
1943,SULLIVAN,2017-05-07,2,18.95,
1944,DANIELS,2017-03-20,3,10.66,rose
1945,PORTER,2017-02-20,3,20.51,orchid
1946,ROBINSON,2017-04-27,5,11.88,lilac
1947,FOWLER,2017-07-08,4,40.9,daisy
1948,ROBINSON,2017-02-18,5,19.19,lilac
1949,MARSHALL,2017-08-01,4,20.04,carnation
1950,ROBINSON,2017-03-21,5,37.78,lilac
1951,WEST,2017-06-29,4,20.68,
1952,ROBINSON,2017-03-13,5,12.59,lilac
1953,DANIELS,2017-04-23,2,21.19,rose
1954,COOPER,2017-02-23,3,40.43,lilac
1955,WATSON,2017-05-12,2,39.13,iris
1956,GRAVES,2017-03-06,3,9.66,
1957,MEDINA,2017-05-27,3,40.7,daffodil
1958,ROBINSON,2017-03-14,3,11.08,lilac
1959,LYNCH,2017-05-19,2,40.33,daisy
1960,RICHARDS,2017-06-23,3,19.77,lilac
1961,SULLIVAN,2017-09-01,4,19.39,daffodil
1962,HARPER,2017-01-28,2,12.06,tulip
1963,ROBINSON,2017-04-18,5,19.62,lilac
1964,MORALES,2017-08-21,3,21.98,jasmine
1965,CALDWELL,2017-05-09,4,20.25,
1966,ANDREWS,2017-08-03,1,38.77,
1967,LAWRENCE,2017-06-30,4,19.34,daffodil
1968,OLIVER,2017-03-17,3,18.62,jasmine
1969,ROBINSON,2017-05-11,5,19.63,lilac
1970,THOMPSON,2017-02-14,2,20.39,tulip
1971,HORTON,2017-04-06,3,20.01,tulip
1972,BURKE,2017-06-27,3,40.59,daffodil
1973,DIXON,2017-08-04,5,19.81,gerbera
1974,DUNN,2017-08-27,5,,daffodil
1975,HUDSON,2017-03-15,3,18.73,gardenia
1976,ROBINSON,2017-02-17,5,9.95,lilac
1977,BURKE,2017-05-14,5,40.05,daffodil
1978,DIXON,2017-04-11,2,,
1979,HUNTER,2017-04-04,3,18.91,rose
1980,ARNOLD,2017-02-02,3,19.19,gerbera
1981,FULLER,2017-07-20,4,19.94,lilac
1982,JOHNSTON,2017-04-28,5,21.07,orchid
1983,CHAMBERS,2017-04-04,2,19.79,gerbera
1984,DUNCAN,2017-06-13,5,41.07,daffodil
1985,CAMPBELL,2017-05-12,5,8.9,sunflower
1986,FORD,2017-05-12,5,9.84,
1987,ROBINSON,2017-02-18,5,10.51,lilac
1988,ROBINSON,2017-04-17,3,37.99,lilac
1989,HENRY,2017-07-23,5,19.4,iris
1990,ROBINSON,2017-07-04,2,21.52,lilac
1991,ROBINSON,2017-05-28,2,19.51,
1992,FOSTER,2017-01-07,1,41.37,daffodil
1993,ROBINSON,2017-09-03,5,9.98,lilac
1994,JAMES,2017-03-29,4,10.12,
1995,JOHNSTON,2017-05-13,4,10.31,orchid
1996,CRUZ,2017-05-28,2,11.6,lilac
1997,RAMOS,2017-08-11,3,20.23,orchid
1998,RAMOS,2017-03-04,1,19.44,
1999,ROBINSON,2017-01-03,2,40.53,lilac
1010,FERGUSON,2017-05-04,2,21.02,daffodil
